name_type,non_sci_name
LP,Frangula alnus Ard.
LP,Cyathea medullaris (Forst.f.) Swartz
LP,Aframomum longiscapum (Hook.f.) K.Schum.
LP,Pogostemon myosuroides (Roth) Kuntze
LP,Crotolaria diosmaefolia Bentham
LP,Jateorrhiza palmata
LP,Artemisia cina O. Berg
LP,Impatiens stuhlmannii Warb.
LP,Rosa californica Cham. & Schlecht.
LP,Pterygota alata (Roxb.) R. Br.
LP,Artemisia norvegica Fr. subsp. saxatilis (Besser) H.M.
LP,Rubus urticifolius Poir.
LP,Ilex rotunda Thunb.
LP,Eriosema laurentii De Wild.
LP,Cirsium eriophorum
LP,Rosa pouzinii Tratt.
LP,Carex arenaria Linné
LP,Verbascum densiflorum
LP,Berrya ammonilla Roxb.
LP,Croton perrieri Leandri
LP,Bupleurum lanceolatum Wall.
LP,Ipomea setifera Poir
LP,Aloe kedongensis Reynolds
LP,Nepeta glutinosa Bentham
LP,Mimosa eburnea L.f.
LP,Parietaria officinalis
LP,Valeriana arborea Killips et Cuatz.
LP,Markhamia platycalyx (Baker) Sprague
LP,Podophyllum emodi Wallich var. chinensis Sprague
LP,Euonymus tricocarpus Hayata
LP,Sclerochiton ilicifolius A.Meeuse
LP,Primula secundiflora Franch.
LP,Bauhinia championii (Benth.) Benth.
LP,Dipterocarpus warburgii Brandis.
LP,Rafflesia patma Bl.
LP,Trichilia connaroides (W.& A.) Bentvelzen
LP,Ephedra gerardiana Wallich ex Meyer
LP,Selaginella stauntoniana Spring
LP,Randia cladantha K Schum.
LP,Bergenia purpurascens (Hook. f. & Thomson) Engl.
LP,Galinsoga parviflora Cavara
LP,Atriplex argentea Nutt. subsp. expansa (S. Watson) H.M.
LP,Tanacetum cinerariifolium (Trevir.) Sch.Bip.
LP,Commiphora schimperi (O. Berg) Engl.
LP,Lissochilus leucanthus Kraenzl.
LP,Crataeva religiosa G.Forst.
LP,Daucus carota L. subsp. carota
LP,Azanza garckeana (F. Hoffm.) Exell & Hillc.
LP,Shorea tumbuggaia Roxburgh
LP,Astragalus humistratus A. Gray var. sonorae (A. Gray) M.E. Jones
LP,Brassica napus L. var. glauca (Roxb.) Schulz.
LP,Angelica arguta Nutt.
LP,Sesamum orientale Linn
LP,Psidium guajava Linnaeus
LP,Sesuvium potulacastrum L.
LP,Heliocarpus popayanensis Kunth
LP,Nardostachys jatamansi Roxb.
LP,Ocimum majus Garsault
LP,Jatropha tanjorensis J.L. Ellis & Saroja
LP,Christiania africana DC.
LP,Dioscorea schimperiana Hochst. ex Kunth
LP,Hibiscus macrophyllus
LP,Gentianopsis grandis (Harry Sm.) Ma
LP,Erechtites valerianifolia (Wolf) DC.
LP,Bongardia chrysogonum (L.) Griseb.
LP,Attalea oleifera Barb. Rodr.
LP,Baptisia bracteata Muhl. ex Ell.
LP,Atractylodes ovata De Candolle
LP,Lansium domesticum Correa
LP,Campyloneurum aglao-lepis (Alston) de la Sota
LP,Tropaeolum majus
LP,Dichorisandra luschnathiana Kunth
LP,Targetes erecta L.
LP,Scurrula philippensis (Cham. & Schl.) G.Don
LP,Waltheria douradinha A.Saint-Hil.
LP,Cucurbita pepo subsp. ovifera (L.) D.s. Decker
LP,Asiasarum heteropoides F. Maekawa var. mandshuricum F. Maekawa
LP,Solanum lyratifolium Dammer
LP,Albizia odoratissima (L.f.) Benth.
LP,Artemisia billardieriana Besser
LP,Eriodictyon californicum Greene
LP,Haemodorum coccineum R. Br.
LP,Microsorium punctatum Copel
LP,Pelargonium luridum (Andr.)Sweet
LP,Haemanthus callosus Burch. ex Baker
LP,Pterocarpus abyssinicus Hochst. ex A.Rich.
LP,Sarcocaulon salmoniflorum Moffett
LP,Ophiorrhiza singaporensis Ridl.
LP,Trichosanthes incisa Rottler ex Rosenth.
LP,Terminalia crenulata Roth
LP,Acacia passargei Harms
LP,Cyclosorus parasiticus (L.) Farw.
LP,Adenanthera microsperma
LP,Aloe bamangwatensis SchÃ¶nland
LP,Atropa acuminate Royle ex Lindl.
LP,Anadenanthera colubrina var. colubrina (Vell.) Brenan
LP,Ovidia andina (Poepp. & Endl.) Meisn.
LP,Diospyros japonica Siebold & Zuccarini
LP,Maesa blumei
LP,Gendarussa vulgaris Ness.
LP,Ficus simplicissima Lour.
LP,Prenanthes longifolia
LP,Clerodendrum villosum Blume
LP,Trachylobium verrucosum Oliv.
LP,Maerua crassifolia Forskal
LP,Acacia virchowiana Vatke
LP,Caesulia axillaris Roxburgh
LP,Dysoxylum decandrum Merr.
LP,Bauhinia wallichii J.F. Macbr.
LP,Hibiscus sura1ensis L.
LP,Schumannianthus dichotomus (Roxb.) Gagnep.
LP,Polygala amara
LP,Eleutheranthera ruderalis (Sw.) Sch. Bip.
LP,Lycopodium japonicum
LP,Helichrysum italicum (Roxb.) G. Don
LP,Macrotyloma axillare (E.Mey.) Verde.
LP,Kalimeris indica Schauer
LP,Blepharis ciliaris (L.) Burtt
LP,Pulicaria orientalis Jaub. et Spach
LP,Euodia lucida
LP,Xysmalobium involucratum (E. Mey.) Decne.
LP,Telfairia occidentalis Hook. f.
LP,Lilium brownii F.E. Brown var. colchesteri
LP,Althaea rufescens Boiss.
LP,Euonymus tingens
LP,Borreria verticillata (L.) Meyer
LP,Swertia pseudochinensis Hara
LP,Hypecoum leptocarpum Hooker et Thonning
LP,Smilax brasiliensis Spreng.
LP,Hepatica asiatica Nakai
LP,Stephania viridiflavens H.S. Lo & M. Yang
LP,Elaeocarpus obtusa Bl.
LP,Bergenia purpurascens (J.D. Hooker & Thomson) Engler
LP,Cullen tomentosum (Thunb.)J.W.Grimes
LP,Passiflora quadrangularis Linn.
LP,Panicum petrosum Trin.
LP,Astragalus membranaceus (Fisch) Bge.
LP,Ventilago macrantha Tul.
LP,Cussonia arborea Hochst.
LP,Meconopsis argemonantha Prain
LP,Ficus auriculata Lour.
LP,Echeveria glauca Baker
LP,Cynometra iripa
LP,Euphorbia vajravelui Binojkumar & N.P. Balakr.
LP,Pueraria pseudo-hirsuta Tang & Wang
LP,Andrographis paniculata (N.L. Burman) Nees
LP,Itea chinensis Hook. & Am.
LP,Chloranthus elatior Link
LP,Gentiana volubile D.Don
LP,Delphinium davidii Franch.
LP,Alchemilla cryptandra Stendel
LP,Phyllanthus airy-shawii Jean F. Brunel & J.P. Roux
LP,Tetrapteris methystica Schultes
LP,Christia vespertilionis (L. f.) Bahn. f.
LP,Pteris rewluta Bl.
LP,Stipagrostis ciliata (Desf.) De Winter var. capensis (Trin. & Rupr.) De Winter
LP,Passiflora edulis Sims.
LP,Thalictrum multipeltatum Pamp.
LP,Xylotheca tettensis (Klotzsch) Gilg
LP,Phoradendron tomentosum (DC) Oliv.
LP,Euphorbia umbellata (Pax) Bruyns
LP,Caralluma aucheriana (Decne.) N.E.Br.
LP,Cucumis prophetarum Linn.
LP,Albizzia julibrissin Durazzini
LP,Woodsia mexicana Fee
LP,Erodium moschatum L'Hèritier
LP,Derris uliginosa Benth.
LP,Acacia ataxacantha
LP,Brassica juncea (L.) Czern. var. juncea
LP,Rehmannia glutinosa
LP,Celtis pallida Torr. var. pallida
LP,Albizia zygia (DC.) J.F. Macbr.
LP,Vicia nummuloria Hand.-Mazz.
LP,Calea glomerata Klatt.
LP,Thladiantha dubia Bge.
LP,Solanum botelhianum Dunal
LP,Ludwigia perennis Linnaeus
LP,Millettia ferruginea (Hochst.) Baker
LP,Berberis sikkimensis (Schneider) Ahrendt
LP,Geonoma stricta
LP,Vangueria acutiloba Robyns
LP,Scottellia kamerunensis Gilg
LP,Barosma eckloniana
LP,Spiraea betulifolia Pall. var. corymbosa (Raf.) S. Watson
LP,Ageratina occidentalis (Hook.) King & H. E. Robins.
LP,Cuscuta chinensis Lam. var. chinensis
LP,Schefflera odorata Merr. & Rolfe
LP,Helicteres spicata
LP,Blumea alata (D.Don) DC.
LP,Chlorophytum inornatum Ker-Gawl.
LP,Solanum nipponense Makino
LP,Ventilago maderaspatana Gaertner
LP,Tapinanthus kraussianus (Meisn.) Tiegh.
LP,Selaginella concinna (Sw.) Pring
LP,Doliocarpus rolandri Gmel.
LP,Enicostemma axillare (Lam.) A. Raynal
LP,Pfaffia iresinoides (Kunth) A.Spreng.
LP,Cibotium barometz (L.) Smith
LP,Adenia repanda (Burch.)Engl.
LP,Phytolacca dodecandra L’Hér.
LP,Vicia sativa subsp. sativa
LP,Conioselinum pacificum (S. Watson) J.M. Coult. & Rose
LP,Grewia sclerophylla Roxb. ex G. Don
LP,Impatiens dicentra Franch.
LP,Ziziphus rugaosa Lam.
LP,Pyrrosia mollis (Kuntze) Ching
LP,Astragalus penduliflorus Lam.
LP,Elatostema schizocephalum W.T. Wang
LP,Dracaena cinnabari
LP,Mazus pumilus (Burm.f.) Steenis
LP,Corydalis maximowcziana Nakai
LP,Crossostylis seemannii A. Schimp.
LP,Corydalis ambigua Cham. & Schlecht. var. amurensis Maxim.
LP,Phellodendron amurense Ruprecht
LP,Semecarpus anacardium Linnaeus fil.
LP,Linaria cymballaria (L.) Miller
LP,Tinospora mastersii Diels
LP,Bulbine latifolia Spreng.
LP,Blumea densiflora (Wall.) Dc.
LP,Saxifraga hirculus L.
LP,Bahuinia candicans Bentham
LP,Rhododendron barbatum Wallich
LP,Clematis gouriana
LP,Iris clarkei Baker ex Hooker fil.
LP,Kadsura coccinea (Lemaire) A.C. Smith
LP,Artanthe leucophylla Miq.
LP,Scybalium fungiforme Schott & Endl.
LP,Ligularia fischeri (Ledeb.) Turcz.
LP,Gynandropis offinis Bl.
LP,Psorospermum lanatum Hochr.
LP,Bongardia chrysogonum (L.)Spach
LP,Thymus integer Griseb.
LP,Albizia chinensis
LP,Valeriana jatamansi
LP,Eucalyptus grandis Hill
LP,Eryngium yuccifolium Michx. var. yuccifolium
LP,Celosia cristata
LP,Persea leiogyna S.F.Blake
LP,Senecio garcibarrigae Cuatr.
LP,Brassica alba (L.) Rabenh
LP,Pelargonium cucullatum (L.) L’Herit. subsp. tabulare
LP,Astragalus microcephalus Willdenow
LP,Sparganium stoloniferum Buch.-Ham.
LP,Globba orixensis Roxb. var. racemosa (Smith) Gagnep.
LP,Sesbania speciosa Taub.
LP,Sarcocephalus latifolius (Smith)Bruce
LP,Spathodea campanulata P. Beauv.
LP,Ilex racemosa Oliv.
LP,Symplocos paniculata Wallich
LP,Horsfieldia sylvestris Warb.
LP,Cichorium intybus Lin.
LP,Aletris pauciflora (Klotzsch) Hand.-Mazz.
LP,Elaeis oleifera (H.B.K.) Cortez
LP,Pternopetalum vulgare (Dunn) Hand.-Mazz.
LP,Achnatherum brandisii (Mez) Z.L. Wu
LP,Eriosema chinense Vog.
LP,Pithecolobium bubalinum
LP,Argemone mexicana Linnaeus
LP,Haplopappus rigidus Phil.
LP,Campomanesia adamantium (Cambess.) O. Berg
LP,Ficus fulvo-pilosa Summerhayes
LP,Glochidion concolor Muell. Arg.
LP,Jussiaea suffruticosa Linn.
LP,Zanthoxylum fraxineum
LP,Beesia calthifolia (Maxim. ex Oliv.) Ulbr.
LP,Citrus bergamia Risso.
LP,Bischofia polycarpa (Levi.) Airy-Shaw
LP,Grewia asiatica
LP,Dioscorea batatas Decne
LP,Myricaria alopecuroides Schreuk
LP,Staurogyne setigera
LP,Coptis japonica Makino var. dissecta Nakai
LP,Trollius chinensis Bunge
LP,Evoida macrocarpa
LP,Mahonia nepaulensis DC.
LP,Murdannia nudiflora (Linnaeus) Brenan
LP,Afrormosia angolensis (Baker)De Wild. subtomentosa (De Wild.)Louis
LP,Solanum trichoneuron Lillo
LP,Bupleurum smithii Wolff var. parvifolium Shan & Y.Li
LP,Maytenus heterophylla (Eckl. & Zeyh.) N.Robson
LP,Cheilanthes anceps Blanf.
LP,Celastrus stylosus Wallich
LP,Paris polyphylla Sm. var. chinensis (Franch.) H. Hara
LP,Aster villosus Bentham et Hooker
LP,Plantago insularis Eastw.
LP,Viscum cruciatum Sieber ex Boiss.
LP,Cissus barbeyana De Wild. & Th. Dur.
LP,Sarcostemma acidum (Roxburgh) Voigt
LP,Anaphalis sinica Hance
LP,Swertia paniculataWall
LP,Murraya paniculata
LP,Platycerium angolense Welwitch
LP,Gynura aurantiaca (Bl.) DC.
LP,Swertia corniculata L.
LP,Coccinia cordifolia (L.)Cogn.
LP,Chenopodium incanum (S. Watson) A. Heller var. incanum
LP,Abies spectabilis (D. Don) Mirbel
LP,Nitraria roborowskii Kom.
LP,Dombeya rotundifolia
LP,Adiantum philippense Linnaeus
LP,Cola laurifolia Masters
LP,Dalbergia pinnata Prain.
LP,Senecio lapathifollus Franch.
LP,Cryptolepis sinensis (Loureiro) Merrill
LP,Calyptranthes aromatica St.-Hil.
LP,Acacia polyacantha Willd. subsp. campylacantha (A. Rich.) Brenan
LP,Taraxacum borealisinense Kitam.
LP,Cerastium beeringianum Cham. & Schlecht
LP,Mertensia maritima (L.) Gray var. maritima
LP,Astragalus adscendens
LP,Aster alpinus L.
LP,Stegnogramma cyrtomioides (C.Chr.) Ching
LP,Dryopteris filix mas (L.) Schott
LP,Papaver somniferum
LP,Bergia suffruticosa (Del.) Fenzl.
LP,Gamochaeta pensylvanica (Willd.) Cabrera
LP,Ampelocissus arnottiana Planchon
LP,Strychnos variabilis deWild
LP,Angelica sinensis (Oliv.) Diels.
LP,Cyathula geminata (Thonn.)Moq.
LP,Sterculia javanica
LP,Cordia curassavica (Jacq.) Roem. et Schult.
LP,Castanopsis sclerophylla (Lindl.) Schott
LP,Skimmia reevesiana Fort.
LP,Absinthium sieversianun Bess.
LP,Lens phaseoloids L.
LP,Aneilema pomeridianum Stanfield & Brenan
LP,Protea busseana Engl.
LP,Gluta rostrata Ding Hou
LP,Rosa webbiana Wall. ex Royle
LP,Prunus rotunda J.F.Macbr
LP,Limnanthemum peltatum Gmel.
LP,Justicia adhathoda
LP,Lindernia angustifolia (Benth.) Wettst.
LP,Albizia corymbosa (Rich.) G.P. Lewis & Owen
LP,Plectronia syringodora K.Schum.
LP,Abutilon indicum (Linnaeus) Sweet
LP,Lissochilus volkensii Rolfe
LP,Croton cascarilla (L.) Bennet
LP,Cucumis africanus
LP,Caryocar glabrum Pers.
LP,Stachyphrynium repens (Korn.) Suksathan & Borchs.
LP,Chloranthus serratus (Thunb.) Roem. & Schult.
LP,Nephelium chryseum Bl.
LP,Cyathula uncinata Schinz.
LP,Solanum xanthocarpum Schrad. & H. Wendl.
LP,Anacardium Occidentale
LP,Colchicum luteum Barkker.
LP,Cananga odorata Hook.f. & Thoms
LP,Nymania capensis Lindley
LP,Saxifraga sanguinea Franch.
LP,Oreocnide integrifolia Miquel
LP,Crypsinus hastatus (Thunb.) Copel.
LP,Pleurospermum hookeri C.B. Clarke
LP,Strombosia ceylanica
LP,Crotalaria astragalina Hochst.
LP,Pelargonium sidoides Dc.
LP,Centaurea picris Pall.
LP,Gliricidia sepium (Jacq.)Walp.
LP,Trifolium repens
LP,Acacia sing Guill. & Perr.
LP,Eriosema montanum Bak. f.
LP,Hydrangea hortensis Sieh.
LP,Ranunculus acer L.
LP,Anemone begoniifolia H. Lév. & Vaniot
LP,Arnica chamissonis
LP,Thunbergia coccinea Wall. & D.Don.
LP,Aconitum umbrosum (Korsh.) Kom.
LP,Ambrosia dumosa (A. Gray) W.W. Payne
LP,Blepharis capensis (L.f.)Pers.
LP,Psychotria calva Hiern
LP,Leonurus heterophyllus Sweet.
LP,Xanthochymus javanensis Bl.
LP,Juglans major (Torr.) A.Heller
LP,Maianthemum dilatatum (Alph. Wood) A. Nelson & J.F. Macbr.
LP,Perezia adnata Grande
LP,Pimpinella thellungiana H.Wolff
LP,Indigofera hendecaphylla Jack.
LP,Benincasa hispida Cogniaux.
LP,Astragalus convallarius Greene var. convallarius
LP,Heliotropium arborescens L.
LP,Loranthus loniceroides L.
LP,Cissus adenocaulis Steudner
LP,Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb. subsp. grossulariifolia
LP,Macromeria viridiflora A. DC. var. viridiflora
LP,Mesembryanthemum crystallinum Linnaeus
LP,Launaea taraxacifolia (Willd.) Amin ex C. Jeffrey
LP,Argyreia hookeri C.B. Clarke
LP,Paris verticillata M.Bieb.
LP,Riedlea corchorifolia DC.
LP,Catunaregam longispina (Link) Tirveng.
LP,Guaronia makoyana (Lem.) Cogn.
LP,Ardisia japonica Bl.
LP,Helicteres hirsuta Lour.
LP,Fittonia verschaffeltii var. argyroneura
LP,Cocculus laurifolius (Roxb.) DC.
LP,Pseudosophora alopecuroides (L.) Sweet
LP,Bidens tripartita
LP,Senecio microglossus DC.
LP,Bauhinia brachycarpa Wall. ex Benth.
LP,Citrus tangemna Hort. ex Tanaka
LP,Crocoxylon transvaalense (Burtt Davy)N.Robson
LP,Bahuinia variegata L.
LP,Dolichos erosus L.
LP,Reissantia parviflora (N.E.Br.) N.Hallé
LP,Atractylodes japonica Koidzumi
LP,Pentzia tanacetifolia (L.) Hutch.
LP,Guettarda acreana K. Krause
LP,Mollugo lotoides (L.)Kuntze
LP,Mammilaria rhodantha Link & Otto
LP,Vismia laurentii De Wild.
LP,Philenoptera violacea (Klotzsch) Schrire
LP,Cyathea armata (Sw.) Domin
LP,Eriogonum nudum Douglas ex Bentham var. pauciflorum
LP,Nymphaea nauchali Burm.f.
LP,Tecoma stans L. velutina DC.
LP,Vatica lanceifolia (Roxburgh) Blume
LP,Fagraea speciosa
LP,Persicaria senegalensis (Meisn.) Sojak forma alboto-mentosa (R.A.Graham) K.L.Wilson
LP,Afzelia africana Pers.
LP,Aframomum melegueta K Schum.
LP,Cordia gharaf (Forssk.) Ehrenb. ex Asch.
LP,Roscoea purpurea Smith
LP,Fragaria chiloensis Ehrhart
LP,Casearia ovata (Lam.) Willd.
LP,Eryngium pandanifolium Cham. & Schltdl.
LP,Lonicera villosa (Michx.) Roem. & Schult.
LP,Lantana violacea Desf.
LP,Ferula gulbaniflua Boissier et Buhse
LP,Grewia elastica Royle
LP,Sindora coriacea Prain
LP,Plumbago amplexicaulis Olivier
LP,Stixis suaveolens Roxburgh
LP,Senna hirsuta (L.) H.S. Irwin & Barneby
LP,Pongamia pinnata
LP,Hewittia sublobata Linn. f. O. Ktze
LP,Agropyrum repens (L.) Beauv.
LP,Pteris aquilina
LP,Lapiacea integerrima Miq.
LP,Stachys minima Guerke
LP,Trientalis borealis Raf.
LP,Afrocarpus falcatus (Thunb.)C.N.Page
LP,Pithecellobium unguis-cati (L.)Benth.
LP,Shorea aptera Burckill
LP,Caesalpinia kavaiensis Mann
LP,Oxalis tetraphylla
LP,Clematis obtusidentata (Rehd. & Wits.) Hj.Eichler
LP,Sclerolobium aureum (Tul.) Baill.
LP,Isonandra lanceolata Wight
LP,Canscora lucidissima (Levl. & Vant.) Hand.-Mazz.
LP,Viola chaerophylloides (Regel) W.Beck.
LP,Erechtitess valerianifolia
LP,Wikstroemia indica (L.) C.A.Mey.
LP,Osteospermum muricatum E.Meyer ex DC.
LP,Protium aracouchini (Aubl.) Marchand
LP,Anacardium excelsum (Kunth) Skeels
LP,Berberis asiatica Roxb. Ex Dc.
LP,Viburnum mullaha Buchanan-Hamilton ex D. Don
LP,Buddleia variabilis
LP,Grewia abutilifolia Vent. ex Juss.
LP,Trichilia ornithothera J.J. de Wilde
LP,Meliosma fordii Hemsley
LP,Balsamocarpon brevifolium Clos.
LP,Aristolochia maxima
LP,Saxifraga ligulata Wall.
LP,Caralluma decaisneana (Lem.) N.E.Br.
LP,Indopiptadenia oudhensis (Brandis) Brenan
LP,Tellima grandiflora (Pursh) Dougl. ex Lindl.
LP,Shorea parvifolia
LP,carica papaya
LP,Lasiosiphon eriocephalus Decaisne
LP,Anchusa italica
LP,Angelica gigas Nak.
LP,Sapindus mukurossi Gaertner
LP,Baptisia bracteata Elliott
LP,Spilanthes paniculata Wall.ex DC.
LP,Cyphostemma junceum (Webb)Wild & R.B.Drumm.
LP,Pachycereus pecten-aboriginum (Engelm.)Britton & Rose
LP,Pupalia erecta Suess.
LP,Ficus recurva BI.
LP,Laccosperma secundiflorum (P. Beauv.) Kuntze
LP,Capparis erythrocarpos Isert.
LP,Asarum maximum Hemsl.
LP,Betula luminifera H.Winkl.
LP,Adiantum caudatum Linnaeus
LP,Malus asiatica Nakai
LP,Butyrospermum paradoxum (C.F.Gaertn.)Hepper
LP,Pleopeltis phymatodes Moore
LP,Rosa blanda Ait.
LP,Taenitis blechnoides (Willd.) Sw.
LP,Eruca cappadocica Reut. eriocarpa Boiss.
LP,Arabidopsis wallichii (Hook.f. & Thomson) N.Busch
LP,Virola bicuchyba
LP,Potentilla cryptotaeniae Maxim.
LP,Ochna gamblei King ex Brandis
LP,Oxalis eriocarpa DC.
LP,Epilobium wallichianum Hausskn.
LP,Cariniana legalis (Mart.) O.Ktze.
LP,Barleria rigida Nees
LP,Crepis gillii S.Moore
LP,Tribulus maximus
LP,Gutierrezia californica (DC.) Torr. & Gray
LP,Penianthus zenkeri
LP,Comocladia integrifolia Jacq.
LP,Dalbergia chapelieri Baill.
LP,Armeria maritima
LP,Hunteria umbellata (K. Schum.) Hallier f.
LP,Berberis chitria Lindl.
LP,Solanum xanthocarpum Schrad. & H.Wendl.
LP,Cucurbita perennis (E.James)A.Gray
LP,Palisota hirsuta (Thunb.) K. Schum.
LP,Pseudostellaria jamesiana (Torr.) W. A. Weber & R. L. Hartman
LP,Veratrum californicum Durand var. californicum
LP,Alchemilla glabra
LP,Ficus semicordata Buch. ex J. E. Smith var. conglomerata (Roxb.) Corner
LP,Acacia pruinescens Kurz
LP,Phlomis umbrosa Turczaninow var. australis Hemsley
LP,Acacia dekindtiana A.Chev.
LP,Xylia hoffmannii (Vatke) Drake
LP,Dialium pachyphyllum
LP,Sophora alopecuroides Linn.
LP,Apium graveolens L. var. dulce (Mill.) Pers.
LP,Cudrania javanensis
LP,Aster annus L.
LP,Ligusticum canadense (L.) Britt.
LP,Hydrocotyle sibthorpioides Lamarck
LP,Limonium californicum (Boiss.) A. Heller
LP,Coffea eugenioides S. Moore
LP,Crateva magna
LP,Helwingia chinensis
LP,Butyrospermum niloticum Kotschy
LP,Gentiana flavo-maculata Hayata
LP,Aristolochia fangui
LP,Aster falcatus var. crassulus (Rydb.) Cronq.
LP,Hamamelis cordifolia Moench
LP,Vernonia hildebrandtii Vatke
LP,Neostyphonia ovata (S.Watson)Abrams
LP,Coniogramme affinis (Wall.) Hieron.
LP,Citrus sinensis (L.) Osbek
LP,Dicranopteris pedata (Houtt.) Nakai
LP,Hibiscus elatus Sw.
LP,Coronilla coronata L.
LP,Ocotea usambarensis Engler
LP,Diospyros wallichii King & Gamble
LP,Anacylus pyrethrum
LP,Melastoma malabathricum Linnaeus
LP,Cardiospermum microcarpum
LP,Munnozia hastifolia (Poepp.) H.Rob. & Brettell
LP,Xanthium strumarium Linné
LP,Amygdalus communis
LP,Trigonella foenum- graecum L.
LP,Geranium sessiliflorum Cav.
LP,Myrica microcarpa
LP,Citronella mucronata (Ruiz & Pav.) D. Don
LP,Semecarpus decipiens Merr. & Perry
LP,Gardenia verticillata Lam.
LP,Scurrula philippensis (Cham.& Schlecht.) G.Don
LP,Bactris gasipaes
LP,Dalea versicolor Zucc.
LP,Woodsia scopulina D. C. Eat.
LP,Polygonum polystachyum Wall. ex Meisn.
LP,Arceuthorbium cryptopodum
LP,Aganope heptaphylla (L.) Polhill
LP,Maclura amboinensis Blume
LP,Lagoecia cuminoides
LP,Acacia senegal (L.)Willd. senegalensis Roberty
LP,Sparattanthelium glabrum Rusby
LP,Caesalpinia pulcherrima (L.) Swartz
LP,Psychotria nilgiriensis Deb & M.G. Gangop.
LP,Urospatha antisylleptica R.E. Schult.
LP,Haemanthus sacculus E.Phillips
LP,Hemigraphis alternata (Burm.f.) Anderson
LP,Caulanthus crassicaulis (Torr.) S. Wats.
LP,Cynanchum viminale L.
LP,Iresine herbstii Hook. f. ex Lindl.
LP,Erigeron grandiflorus Hook
LP,Glycyrrhiza glabra L. caduca X.Y.Li
LP,Chondodendron platyphyllum (A.Saint-Hil.) Miers
LP,Descurainia sophia (L.) Webb. ex Prantl
LP,Gardenia florida Linn.
LP,Melodorum cylindricum Maingay ex Hook.f. & Thomson
LP,Arethum sowa
LP,Gentiana robusta King ex Hook. f.
LP,Angelica dahurica (Fisch. ex Hoffm.) Benth. & Hook. f. ex Franch. & Sav.
LP,Tephrosia multifolia Rose
LP,Phyllochlamys taxoides Koorders
LP,Pueraria phaseoloides Bentham
LP,Pavetta oblongifolia (Hiern) Bremek.
LP,Platanus racemosa Nuttall
LP,Cissampelos glaberrima St.-Hil.
LP,Vernonia squarrosa (D.Don) Less.
LP,Amorpha nana Nutt.
LP,Rosa majalis Hermann
LP,Polygonum runcinaWin Buch.-Ham. ex D.Don
LP,Salsola baryosma (Schult.)Dandy
LP,Hibiscus schizopetalus (Mast.) Hook. F.
LP,Cordia abyssynica Brown
LP,Cassia geminiflora Shrank
LP,Aster umbellatus P. Mill.
LP,Lysimachia sikokiana Miquel
LP,Malva silvestris Linné ssp. mauritiana (Linné) Ascherson et Graebner
LP,Lonchocarpus martynii A.C. Sm.
LP,Terminalia sokodensis Engl.
LP,Craibiodendron shanicum W.W.Smith
LP,Strongylodon macrobotrys A. Gray
LP,"Petasites hybridus (L.) Gaertn., Mey. et Scherb."
LP,Corydalis cava (L.) Schweigg. & Korte
LP,Digera muricata (L.) Mart.
LP,Mimosa tandilensis L.
LP,Bignonia tomentosa Thunb.
LP,Blepharis linariifolia Pers.
LP,Plumbago micrantha Ledebour
LP,Champereia griffithiana Planch. ex Kurz
LP,Rubus canescens DC.
LP,Eranthemum wartonianum
LP,Aspalathus linearis (Burm.f.) Dahlg.
LP,Afzelia zenkeri Harms
LP,Lindera neesiana Bentham
LP,Aptosimum pubescens (Diels ex F.E. Weber) F.E. Weber
LP,Albertisia delagoensis (N.E. Br.) Forman
LP,Hoya coriacea Blume
LP,Achyrocline bogotensis D.C.
LP,Morus macroura
LP,Atractylodes chinensis Koidzumi
LP,Thespesia lampas (Cav.) Dalz. & Gibs.
LP,Malus doumeri A.Chev.
LP,Schlerichera trijuga Willd.
LP,Crotalaria cephalotes A. Rich.
LP,Acer grosseri Pax var. hersii (Rehd.) Rehd.
LP,Origanum majoranoides
LP,Gymnocladus chinensis Baill.
LP,Heterotis buettneriana (Cogn. ex Buttner) Jacq.-Fel.
LP,Dichanthium caricosum (L.) A.Camus
LP,Polygala gnidioides Willdenow
LP,Millettia zechiana Harms
LP,Kalanchoe decumbens Compton
LP,Urtica longifolia Burm. f.
LP,Dysoxylon macranthum DC.
LP,Exacum tetragonum Roxburgh
LP,Passiflora kwangsiensis H.L.Li
LP,Crataegus laevigata (Poiret) D.C.
LP,Diplocyclos palmatus
LP,Bosquiea angolensis Fich.
LP,Koeleria macrantha (Ledeb.) Schultes
LP,Stigmaphyllon sinuatum (DC.) A. Juss.
LP,Courbonia edulis Gilgit et Bennet
LP,Conyza blinii Lévl.
LP,Adenosma retusilobum Tsoong & Chin
LP,Chassalia curviflora Thw.
LP,Alternanthera philoxeroides Grisebach
LP,Microtoena patchoulii (C.B. Clarke ex J.D. Hooker) C.Y.
LP,Magnolia hypoleuca Siebold & Zucc.
LP,Copaifera martii Hayne
LP,Nepsera aquatica (Aubl.) Naudin
LP,Cassia mimosoides L. var. wallichiana (DC.) Baker
LP,Aspidosperma nitidum Benth. ex Mull.Arg.
LP,Cyperus inundatus Roxb.
LP,Kibesia echinata Cogn.
LP,Senecio ilicifolius L.
LP,Bulbophyllum pectinatum Finet
LP,Uapaca sansibarica Pax
LP,Millettia championii Benth.
LP,Acanthospurmum hispidum DC.
LP,Cichorium glandulosum Boissier et Houttuyn
LP,Platygyria waltonii (Ching) Ching & S.K.Wu
